Tiempo de ejecución de KNN: 5767.958172082901 
y_pred, y_prob 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
1, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
0, 1.0 
